name,type,factory_name,factory_type,subscription_id,subscription_name,connect_via,description,datasets_using_it,pipelines_using_it
AzureSqlDatabase2,AzureSqlDatabase,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
ADLSLandingZone,AzureBlobFS,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks2,AzureDatabricks,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks1,AzureDatabricks,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricksfieldengeast,AzureDatabricks,sz-adf-dbx2,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
linkedServiceSQLServer,AzureSqlDatabase,ADFLLMCOLLABRSA,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureSqlDatabase1,AzureSqlDatabase,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
Travis_Terraform_Workspace_Pool,AzureDatabricks,adf-travislongwell,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,1
SQLMaintenanceDemo,AzureSqlDatabase,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricksDeltaLake1,AzureDatabricksDeltaLake,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks4,AzureDatabricks,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
oneenvadls_nshettydemodata,AzureBlobStorage,nshetty-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks6,AzureDatabricks,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
SqlServerGeneric,SqlServer,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
DBSQL_ODBC,Odbc,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks8,AzureDatabricks,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,2
AzureDatabricksDeltaLake3,AzureDatabricksDeltaLake,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureBlobStorage_LinkedServiceCSEdemoDataFactory,AzureBlobStorage,CSEdemoDataFactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,Linked service for csestoragefieldeng to CSEdemoDataFactory,0,0
DeltaSharingRest,RestService,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDataLakeStorage1,AzureBlobFS,steven-psa-orchestration,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureSqlDatabase4,AzureSqlDatabase,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
SqlServerConfig,SqlServer,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
linkedService_SourceSystem,AzureSqlDatabase,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
linkedService_adf,AzureSqlDatabase,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks_LinkedService,AzureDatabricks,CSEdemoDataFactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,Linked service to connect CSEdemoDataFactory with Databricks.,0,0
AzureDatabricks1,AzureDatabricks,ADFLLMCOLLABRSA,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureKeyVault_LinkedServiceCSEstorageFieldEng,AzureKeyVault,CSEdemoDataFactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,Linked service for cse-key-vault-field-eng,0,0
FileServer1,FileServer,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks9,AzureDatabricks,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks7,AzureDatabricks,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks5,AzureDatabricks,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
ScottBlackADLS,AzureBlobFS,scott-black-data-factory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
Azure_Fe_1,AzureDatabricks,nshetty-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
linkedService_adls,AzureBlobFS,laf-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
azure_sql_nithya_demo_db,AzureSqlDatabase,nshetty-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricksDeltaLake1,AzureDatabricksDeltaLake,nshetty-test,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
beatriceadls,AzureBlobFS,adf-csc168,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricksDeltaLake1,AzureDatabricksDeltaLake,adf-csc168,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks_LinkedService,AzureDatabricks,adf-csc168,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks1LinkedService,AzureDatabricks,sn-data-factory-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDataLakeStorage1,AzureBlobFS,dthomfactorytest,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks_LinkedService2,AzureDatabricks,adf-csc168,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricksDeltaLake1,AzureDatabricksDeltaLake,adf-kuldeep-demo01,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
field_eng_east_job,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,1
AzureDataLakeStorage_KS02_Experiment,AzureBlobFS,adf-csc168,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks_UC_Demo,AzureDatabricks,adf-csc168,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDataLakeStorage1,AzureBlobFS,adf-kuldeep-demo01,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
Field Eng East 4 Worker UC Shared Cluster,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,Creates a new job cluster using UC Shared Cluster policy,0,0
AzureDatabricks5,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDataLakeUC,AzureBlobFS,adf-kuldeep-demo01,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
RestService1,RestService,dthomfactorytest,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
databricks_fe_east,AzureDatabricks,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,"autoscaling, ds3v2, no photon",0,2
uday_sandbox_ws,AzureDatabricks,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureSqlDatabase1,AzureSqlDatabase,kishoremannavaadffe,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
Field Eng East Shared Americas UC,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,Shared Americas - UC enabled cluster for Field Eng East.,0,0
databricks_fe_east_service_principal_based,AzureDatabricks,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
fe_east_delta_lake,AzureDatabricksDeltaLake,uday-satapathy-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricksDeltaLake1,AzureDatabricksDeltaLake,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDataLakeStorage1,AzureBlobFS,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
SQLMaintenanceDemo,AzureSqlDatabase,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
databricks_ls,AzureDatabricks,evan-adf-01,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricksVGD,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,sdas,0,0
init_script_test,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
cb_cvs_adf_test,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
dbrookes_adls,AzureBlobFS,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
NedDataLakeStorage,AzureBlobFS,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks_ls,AzureDatabricks,demo-field-eng-east-adf-nb,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,1
LG_DBX,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
984752964297111,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
Field Eng East Job Cluster With Custom Policy,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,"Demonstration of applying a custom policy to job clusters created in Azure Data Factory.

This policy invokes a UC Volume-hosted dummy init script.",0,0
AzureDatabricks1,AzureDatabricks,kishoremannavaadffe,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
write_to_volume,AzureBlobFS,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
lg_adf,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
serverless,AzureDatabricks,adf-serverless-test-gui,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks_ik,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks4,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
dbrookes_azure_key_vault,AzureKeyVault,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
mido_ls,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,1
amirskiyadls,AzureBlobFS,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
NathanAnthony_WS,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,1
AzureKeyVault1,AzureKeyVault,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDataLakeStorage2,AzureBlobFS,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
oneenvsqldb_jim,SqlServer,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,for some reason I can't use oneenvsqldb linked server,0,0
oneenvsqldb,AzureSqlDatabase,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
Lyall_Test,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,1
oneenvstorageblob,AzureBlobStorage,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricksCaioKPMG,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,1
AzureSqlDatabase1,AzureSqlDatabase,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks8,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
oneenv_deltalake,AzureDatabricksDeltaLake,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricksDeltaLake2,AzureDatabricksDeltaLake,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks6,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks7,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
oneenv_databricks,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
titanic,HttpServer,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
EriTesting,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AjinkyaN_AzureDatabricksDeltaLake3,AzureDatabricksDeltaLake,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,"Workspace: https://adb-2541733722036151.11.azuredatabricks.net/
Personal Compute: 0702-072833-zorbct6j
PAT Token: <Generate>",0,0
esddatabrickspool,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
mb_onenv_test,AzureDatabricks,oneenv-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,1
Rs01_test_databricks,AzureDatabricks,adf-rohan-databricks,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks_LS,AzureDatabricks,pepsi0adf-test-nm001,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,dsds,0,0
sash_demo_databricks_ne_ls,AzureDatabricks,adf-sash-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
ADB_LS_WS_Rollback,AzureDatabricks,pepsi0adf-test-nm001,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
ag_uc_test_adls_conn,AzureBlobStorage,adf-sash-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
LS_3,AzureDatabricks,pepsi0adf-test-nm001,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
sash_demo_databricks_ls,AzureDatabricks,adf-sash-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,1
AzureDataLakeStorage1,AzureBlobFS,adf-sash-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
LS_2,AzureDatabricks,pepsi0adf-test-nm001,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureBlobStoragesw,AzureBlobStorage,adf-sash-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
sash_demo_databricks_ls2,AzureDatabricks,adf-sash-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
sashsandboxsa_ls,AzureBlobFS,adf-sash-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks_malay_vishu__premium_workspace2_non_uc,AzureDatabricks,vishu-adf-dbi,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
ls_AzureKeyVault,AzureKeyVault,vishu-adf-dbi,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
vishu_AzureDatabricks,AzureDatabricks,vishu-adf-dbi,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks_jobCluster,AzureDatabricks,vishu-adf-dbi,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks1_premium_non_uc_SPN,AzureDatabricks,vishu-adf-dbi,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks1,AzureDatabricks,pepsi0adf-test-nm001,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks_primium_non_uc,AzureDatabricks,vishu-adf-dbi,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
hinak_adb_ejp_demo_20250516,AzureDatabricks,hinak-adf-ejp,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,1
NedAzureDataLakeStorage,AzureBlobFS,canada-eh-data-factory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureSqlDatabase1,AzureSqlDatabase,adf-sash-demo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks_standard_workspace,AzureDatabricks,vishu-adf-dbi,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricksDeltaLake1,AzureDatabricksDeltaLake,canada-eh-data-factory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
hinak_adb_djp_pub_1,AzureDatabricksDeltaLake,hinak-adf-ejp,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks2,AzureDatabricks,canada-eh-data-factory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks1,AzureDatabricks,canada-eh-data-factory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureBlobStorage1,AzureBlobStorage,canada-eh-data-factory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricksDeltaLake2,AzureDatabricksDeltaLake,canada-eh-data-factory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDataLakeStore1,AzureDataLakeStore,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureBlobStorage1,AzureBlobStorage,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
CosmosDb1,CosmosDb,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureSqlDatabase1,AzureSqlDatabase,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
ADLgen2,AzureBlobFS,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,Testing access to Gen 2 DL,0,0
AzureKeyVault1,AzureKeyVault,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,scratchkv,0,0
SmallCluster,AzureDatabricks,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,Small Azure Databricks cluster for testing.,0,0
DatabricksScratch,AzureDatabricks,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,jok-scratch workspace to test permission management for ADF initiated jobs.,0,0
AzureDatabricks1,AzureDatabricks,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
ADBparameters,AzureDatabricks,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,ADB Workspace parameter test,0,0
Databricks_Interactive_ADSGF,AzureDatabricks,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,Paramatised Interactive Databricks Cluster,0,0
AzureDataLakeStorage1,AzureBlobFS,ronguerreroadf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
ANZ_JOK_DB_de_1w,AzureDatabricks,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,Data Engineering 1 worker cluster in the ANZ-JOK-DB workspace,0,0
jokscratchsa1,AzureBlobStorage,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,Blob storage in jokscratch,0,0
ANZ_JOK_DB_MI,AzureDatabricks,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,Scratch workspace with MI authentication,0,0
Databricks_Interactive_ADSGF_Paramatised,AzureDatabricks,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
Databricks_REST_MI,RestService,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,Databricks REST API access via Managed Identity,0,0
SynapseJOKDW1,AzureSqlDW,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
SynapseScratchDB,AzureSqlDW,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks1,AzureDatabricks,ronguerreroadf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
ScratchPoolSpot,AzureDatabricks,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
JOK_SCRATCH_UC_UAMI_IOT_143LTS_1N_SMALL,AzureDatabricks,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,User assigned MI,0,0
Paramatised_Cluster_from_Lookup,AzureDatabricks,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks3,AzureDatabricks,canada-eh-data-factory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureSqlDatabase1,AzureSqlDatabase,ronguerreroadf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureDatabricks2_demo3,AzureDatabricks,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
AzureSynapseAnalytics1,AzureSqlDW,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
JOK_SCRATCH_UC_MSI_IOT_143LTS_1N_SMALL,AzureDatabricks,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,Interactive cluster DBR 14.3LTS - MI,0,0
Databricks_REST_SP,RestService,jok-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,Make a connection to a Databricks Workspace over REST using a Service Principal.,0,0
AzureSynapseAnalytics1,AzureSqlDW,apj-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
ls_om_adb_ws,AzureDatabricks,apj-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,1
AzureDatabricks1,AzureDatabricks,apj-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
aso_dbx_udmi_1,AzureDatabricks,apj-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
DBFS_EXAMPLE,AzureBlobStorage,apj-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
Ls_AzureDatabricks,AzureDatabricks,apj-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,Databricks linked service,0,0
aso_dbx_udmi_2,AzureDatabricks,apj-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
ls_dbricks,AzureDatabricks,amanpsdatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
UC_Interactive,AzureDatabricks,AzureGoFast,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
ls_om_adb_ws_new_cluster,AzureDatabricks,apj-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
ADBParamPool,AzureDatabricks,AzureGoFast,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,dfdf,0,0
UC,AzureDatabricks,AzureGoFast,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
ADBLinkedServiceViaMSIAllPurpose,AzureDatabricks,AzureGoFast,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,ADB Linked Service via MSI,0,0
pswesteuropemountstorage_linkedservice,AzureBlobFS,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
ADBLinkedServiceViaMSIJob,AzureDatabricks,AzureGoFast,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,ADB Linked Service via MSI,0,0
ADBLinkedServiceViaAccessToken,AzureDatabricks,AzureGoFast,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,ADB Linked Service via Access Token,0,0
ls_dbricks_pools,AzureDatabricks,amanpsdatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
GoFastAzureDatabricksAllPurpose,AzureDatabricks,AzureGoFast,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
pswesteurope_ws_existing_inst_pool,AzureDatabricks,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0
pswesteurope_ws,AzureDatabricks,ps-west-europe-adf,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,Linked service to ps-west-europe-databricks workspace,0,0
