name,type,factory_name,factory_type,subscription_id,subscription_name,linked_service_name,folder,schema_columns,parameter_count,pipelines_using_it
DestinationDataset_efm,AzureSqlTable,rrcadfvivo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0,movefromcsv
SourceDataset_fmo,Json,adf-otis-cosmosdb,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,2,0,CopyPipeline_adls_cosmos
TomiBinary,Binary,bnelsondatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0,
Parquet1,Parquet,bnelsondatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0,
AzureDatabricksDeltaLakeDataset1,AzureDatabricksDeltaLakeDataset,bnelsondatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0,pipeline2
DelimitedText1,DelimitedText,bnelsondatafactory,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0,pipeline2
SourceDataset_efm,DelimitedText,rrcadfvivo,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,11,0,movefromcsv
SourceDataset_kwj,CosmosDbSqlApiCollection,adf-otis-cosmosdb,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0,CopyPipeline_otis_adls_gen2
DestinationDataset_2da,DelimitedText,bilal-salesforce-factory,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,1,
Parquet1,Parquet,mweu-adf-d-kanchwala-001,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0,pipeline1
UC_ADFTest02,AzureDatabricksDeltaLakeDataset,adf-fe-uae-01,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0,CopyADLStoDeltaLake
UC_ADFTest01,AzureDatabricksDeltaLakeDataset,adf-fe-uae-01,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0,
SourceDataset_2da,SalesforceObject,bilal-salesforce-factory,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,1,
ADLS_File01,DelimitedText,adf-fe-uae-01,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0,CopyADLStoDeltaLake
AzureSql_Tab01,AzureSqlTable,adf-fe-uae-01,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,4,0,
ADLS_File02,DelimitedText,adf-fe-uae-01,ADF,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,,,0,0,
MetadataDrivenCopyTask_tdk_SourceDS,DelimitedText,rayzhu-sf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,MetadataDrivenCopyTask_tdk_20231208,0,7,
DestinationDataset_lem,DelimitedText,ray-data-factory-1,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,0,CopyPipeline_lem
SourceDataset_g4l,DelimitedText,ray-data-factory-1,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,34,0,CopyPipeline_g4l
ds_population_raw_gz,DelimitedText,adf-adr,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,0,
ds_ecdc_raw_csv_dl,DelimitedText,adf-adr,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,1,
ds_acdc_file_list,Json,adf-adr,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,2,0,
ds_population_raw_tsv,DelimitedText,adf-adr,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,0,
ds_raw_cases_and_deaths,DelimitedText,adf-adr,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,9,0,
ds_country_lookup,DelimitedText,adf-adr,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,5,0,
ds_processed_cases_and_deaths,DelimitedText,adf-adr,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,0,
DestinationADLSGen2_adf_ingestion_raw_cloudflare_logs_raw,Parquet,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,0,Copy_JSON_to_Parquet_Snappy
SourceDataset_ivn,Json,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,2,0,CopyPipeline_ivn
DestinationDataset_ivn,Parquet,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,0,CopyPipeline_ivn
SourceDataset_72z,Json,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,2,0,
SourceAdlsGen2_machine_logs_multilinejson,Json,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,2,0,Copy_JSON_to_Parquet_Snappy
DestinationADLSGen2_adf_ingestion_raw_cloudflare_logs_raw_copy1,Parquet,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,0,Copy_JSON_to_Parquet_Snappy
SourceAdlsGen2_cloudflare_logs_multilinejson,Json,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,2,0,Copy_JSON_to_Parquet_Snappy
cloudflare_logs_raw_copy_demo_json,Json,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,0,CopyPipeline_bn5
SourceDataset_bn5,Json,tfayyaz-ne-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,2,0,CopyPipeline_bn5
DestinationDataset_k3m,AzureDatabricksDeltaLakeDataset,tfayyaz-west-us-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,23,0,CopyPipeline_Yellow_Parquet
SourceDataset_k3m,Parquet,tfayyaz-west-us-adf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,23,0,CopyPipeline_Yellow_Parquet
DestinationDataset_354,Parquet,adf-runs,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,1,
SalesforceObject1,SalesforceObject,adf-runs,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,0,DatabricksNotebooks
SourceDataset_354,AzureMySqlTable,adf-runs,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,1,
people,SqlServerTable,adf-runs,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,2,0,
MetadataDrivenCopyTask_tdk_ControlDS,AzureSqlTable,rayzhu-sf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,MetadataDrivenCopyTask_tdk_20231208,0,0,
DestinationDataset_1s2,DelimitedText,pmt-adf-jason-ping-sftp,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,0,CopyPipeline_jason_sftp_test_dale_server
SourceDataset_vgw,DelimitedText,rayzhu-sf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,6,0,CopyPipeline_vgw
SourceDataset_1s2,DelimitedText,pmt-adf-jason-ping-sftp,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,28,0,CopyPipeline_jason_sftp_test_dale_server
MetadataDrivenCopyTask_tdk_DestinationDS,DelimitedText,rayzhu-sf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,MetadataDrivenCopyTask_tdk_20231208,0,7,
SourceDataset_nmh,Binary,pmt-adf-jason-ping-sftp,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,0,CopyPipeline_nmh
DestinationDataset_vgw,DelimitedText,rayzhu-sf,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,0,CopyPipeline_vgw
AccountsParquet,Parquet,adf-runs,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,0,DatabricksNotebooks
DestinationDataset_nmh,Binary,pmt-adf-jason-ping-sftp,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,0,CopyPipeline_nmh
ds_ecdc_raw_csv_http,DelimitedText,adf-adr,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,2,
DestinationDataset_g4l,DelimitedText,ray-data-factory-1,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,0,0,CopyPipeline_g4l
SourceDataset_lem,DelimitedText,ray-data-factory-1,ADF,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,,,34,0,CopyPipeline_lem
