pipeline_name,factory_name,subscription_id,subscription_name,activity_type,count
PL_Generic_Ingest_Executor,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Lookup,1
PL_Generic_SQL_CHANGETRACKING,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
PL_Generic_SQL_CHANGETRACKING,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Lookup,2
PL_Generic_SQL_CHANGETRACKING,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SqlServerStoredProcedure,3
PL_ODBC_Decrypt_Generic,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
PL_ODBC_Decrypt_Generic,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,GetMetadata,1
PL_ODBC_Decrypt_Generic,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
PL_ODBC_Decrypt_Generic,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SqlServerStoredProcedure,2
Parametised_Interactive_Cluster,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
Parent-Child-Test,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
PermissionsTest,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
PermissionsTest,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,1
PermissionsTest,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
Pipeline-UC-Interactive,AzureGoFast,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
Pipeline-UC-Job,AzureGoFast,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
Process Data with Databricks,aamindatafactory,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
ProcessAirLineData,ganeshrj-df-demo,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,3
ProcessAirLineData,ganeshrj-df-demo,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ExecuteDataFlow,1
Register Delta Lake Folder As External Table in Unity Catalog,mido-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
Reusable 2,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Reusable 2,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
Reusable 3,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Reusable 3,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
Run Now,aamindatafactory,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Run Now,aamindatafactory,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
Run Serverless ADB Job REST,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
RunADBjob,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
SOAP_API_call,adf-demo-snehil,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ForEach,1
SOAP_API_call,adf-demo-snehil,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Lookup,1
Serverless Jobs Test,canada-eh-data-factory,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ExecutePipeline,1
Serverless Pipeline,fe-cis-imrans-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ExecutePipeline,1
ServerlessPipeline,maps-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Unknown,1
SetJobPermissions,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
SimpleNotebook,adf-laurent,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,2
TEST_MI,ganeshrj-mi-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
TescoDBT,tesco-dbt,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
Test01,pepsi0adf-test-nm001,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
TestDatabricksNotebookPipeline,pmt-adf-eastus2-tahir,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,DatabricksNotebook,1
TestPython,ganeshrj-df-demo,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksSparkPython,1
TestPython,ganeshrj-df-demo,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,2
TestPython,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksSparkPython,1
Tigger Serverless Notebook,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ExecutePipeline,1
Trigger DB Workflow,invoke-db-workflow-db-job-cluster,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Trigger DB Workflow,invoke-db-workflow-db-job-cluster,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
Trigger Workflow,canada-eh-data-factory,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
Trigger Workflow,canada-eh-data-factory,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,1
Trigger Workflow,canada-eh-data-factory,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Trigger Workflow,canada-eh-data-factory,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,2
Trigger Workflow,invoke-db-workflow-db-job-cluster,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
Trigger Workflow,invoke-db-workflow-db-job-cluster,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Trigger Workflow,invoke-db-workflow-db-job-cluster,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
TriggerServerlessDatabricksJob,pmt-adf-eastus2-tahir,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Until,1
TriggerServerlessDatabricksJob,pmt-adf-eastus2-tahir,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,WebActivity,1
UC Test pipeline,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
UC Test pipeline 2,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
UC Test pipeline 3,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
UC_Demo_Pipeline,adf-csc168,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
User Assigned MI,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
Using_ADF_MI_COnnection,ganeshrj-mi-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
Using_ADF_UA_MI,ganeshrj-mi-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
VariablesScratch,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,2
Web Activity Job Execution,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
Web Activity Job Execution MI_2_0,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
Web Activity Job Execution MI_2_1,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
Web Activity Job Run MI_2_1,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
Web Activity List Runs MI,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
Webhook-Example,kishoremannavaadffe,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
Workspace_Init_Scripts,andreatardif,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
Yet another Serverless Pipeline,Test-Databricks-Workflows-RunNow,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
Yet another Serverless Pipeline,Test-Databricks-Workflows-RunNow,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Unknown,1
adf-to-lf_job,demo-field-eng-east-adf-nb,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Unknown,1
adf_anf_test,anf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
adf_direct_job_run_example,adf-travislongwell,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Unknown,1
adf_test_jmr,jmradftest,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
aso-pipeline-udmi-1,apj-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
aso-pipeline-udmi-2,apj-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
bordgais_parallel,peteh-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ExecutePipeline,5
