pipeline_name,factory_name,subscription_id,subscription_name,activity_type,count
CopyPipeline_bn5,tfayyaz-ne-adf,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Copy,1
CopyPipeline_g4l,ray-data-factory-1,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Copy,1
CopyPipeline_ivn,tfayyaz-ne-adf,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Copy,1
CopyPipeline_jason_sftp_test_dale_server,pmt-adf-jason-ping-sftp,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Copy,1
CopyPipeline_jnq,rkh-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
CopyPipeline_lem,ray-data-factory-1,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Copy,1
CopyPipeline_nmh,pmt-adf-jason-ping-sftp,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Copy,1
CopyPipeline_otis_adls_gen2,adf-otis-cosmosdb,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
CopyPipeline_vgw,rayzhu-sf,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Copy,1
CopyPipeline_x9k,mm-test-df,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
CopyPipeline_zxz,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
Copy_JSON_to_Parquet_Snappy,tfayyaz-ne-adf,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Copy,2
Copy_win_totals,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
DBSQL Execution_copy1,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
DBSQL Execution_copy2,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
DBSQL_Ingestion,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Switch,1
DBSQL_Ingestion_copy11,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Switch,1
DBSQL_ODBC,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
Data Flow with Delta,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ExecuteDataFlow,1
DataFlowTesting,adf-sash-demo,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ExecuteDataFlow,1
DataFlowTesting_copy1,adf-sash-demo,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ExecuteDataFlow,1
DatabrickParametersReturn,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
DatabrickParametersReturn,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,3
Databricks - Run Serverless Notebook,kishoremannavaadffe,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
Databricks - Run Serverless Notebook,kishoremannavaadffe,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,2
Databricks - Run Serverless Notebook,kishoremannavaadffe,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Databricks - Run Serverless Notebook,kishoremannavaadffe,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,3
Databricks - Run Serverless Notebook,lorenz-adf-demo-combined-serverless,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
Databricks - Run Serverless Notebook,lorenz-adf-demo-combined-serverless,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,1
Databricks - Run Serverless Notebook,lorenz-adf-demo-combined-serverless,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Databricks - Run Serverless Notebook,lorenz-adf-demo-combined-serverless,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,2
Databricks - Run Serverless Notebook,monusine,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
Databricks - Run Serverless Notebook,monusine,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,2
Databricks - Run Serverless Notebook,monusine,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Databricks - Run Serverless Notebook,monusine,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,3
Databricks - Run Serverless Notebook,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
Databricks - Run Serverless Notebook,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,2
Databricks - Run Serverless Notebook,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Databricks - Run Serverless Notebook,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,3
Databricks - Run Serverless Notebook,ps-west-europe-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
Databricks - Run Serverless Notebook,ps-west-europe-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,2
Databricks - Run Serverless Notebook,ps-west-europe-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Databricks - Run Serverless Notebook,ps-west-europe-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,3
Databricks - Run Serverless Notebook,uday-satapathy-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
Databricks - Run Serverless Notebook,uday-satapathy-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,1
Databricks - Run Serverless Notebook,uday-satapathy-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Databricks - Run Serverless Notebook,uday-satapathy-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,2
Databricks - Run Serverless Notebook v2,fe-cis-imrans-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
Databricks - Run Serverless Notebook v2,fe-cis-imrans-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,2
Databricks - Run Serverless Notebook v2,fe-cis-imrans-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Databricks - Run Serverless Notebook v2,fe-cis-imrans-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,3
Databricks - Run Serverless Notebook v2_ire,fe-cis-imrans-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
Databricks - Run Serverless Notebook v2_ire,fe-cis-imrans-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,2
Databricks - Run Serverless Notebook v2_ire,fe-cis-imrans-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Databricks - Run Serverless Notebook v2_ire,fe-cis-imrans-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,3
Databricks - Trigger Workflow,fe-cis-imrans-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
Databricks - Trigger Workflow,fe-cis-imrans-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,1
Databricks - Trigger Workflow,fe-cis-imrans-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Databricks - Trigger Workflow,fe-cis-imrans-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,2
Databricks - Trigger Workflow,kishoremannavaadffe,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
Databricks - Trigger Workflow,kishoremannavaadffe,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,1
Databricks - Trigger Workflow,kishoremannavaadffe,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Databricks - Trigger Workflow,kishoremannavaadffe,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,2
Databricks - Trigger Workflow,lorenz-adf-demo-combined-serverless,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
Databricks - Trigger Workflow,lorenz-adf-demo-combined-serverless,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,1
Databricks - Trigger Workflow,lorenz-adf-demo-combined-serverless,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Databricks - Trigger Workflow,lorenz-adf-demo-combined-serverless,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,2
Databricks - Trigger Workflow,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
Databricks - Trigger Workflow,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,1
Databricks - Trigger Workflow,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Databricks - Trigger Workflow,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,2
Databricks - Trigger Workflow,ps-west-europe-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
Databricks - Trigger Workflow,ps-west-europe-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,1
Databricks - Trigger Workflow,ps-west-europe-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Databricks - Trigger Workflow,ps-west-europe-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,2
Databricks - Trigger Workflow,sz-adf-dbx2,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
Databricks - Trigger Workflow,sz-adf-dbx2,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,1
Databricks - Trigger Workflow,sz-adf-dbx2,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Databricks - Trigger Workflow,sz-adf-dbx2,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,2
Databricks - Trigger Workflow_Mido,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
Databricks - Trigger Workflow_Mido,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,1
Databricks - Trigger Workflow_Mido,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Databricks - Trigger Workflow_Mido,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,2
Databricks - Trigger Workflow_ire,fe-cis-imrans-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
Databricks - Trigger Workflow_ire,fe-cis-imrans-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,1
Databricks - Trigger Workflow_ire,fe-cis-imrans-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Databricks - Trigger Workflow_ire,fe-cis-imrans-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,2
DatabricksJobTrigger,test-adf-btafur,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
DatabricksJobTrigger,test-adf-btafur,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
DatabricksNotebooks,adf-runs,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Copy,1
DatabricksParameter,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
DatabricksParameterPool,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
Databricks_ClusterName2ClusterID_Interactive_Submit,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ExecutePipeline,2
Databricks_ClusterName2ClusterID_Interactive_Submit_Pipeline,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
Databricks_ClusterName2ClusterID_Interactive_Submit_Pipeline,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ForEach,1
Databricks_ClusterName2ClusterID_Interactive_Submit_Pipeline,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Lookup,1
Databricks_Cluster_List_MI,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
Databricks_Cluster_List_and_Select_MI,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
Databricks_Cluster_List_and_Select_MI,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Lookup,1
Databricks_Cluster_test1,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
Databricks_Fullpath_Notebook_MI,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
Databricks_Interactive_Cluster,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
Delta Sharing APIs,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ForEach,1
Delta Sharing APIs,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,1
Delta Sharing APIs,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
Delta Sharing APIs2,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,1
Delta Sharing APIs2,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
Delta Sharing APIs_copy1,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ForEach,1
Delta Sharing APIs_copy1,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,1
Delta Sharing APIs_copy1,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
Delta-copyTo-fleetmaintenance,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
Delta-copyTo-fleetmaintenance2,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
DeltaFlow_pipeline_Example,ganeshrj-df-demo,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ExecuteDataFlow,1
DeltaLakeAccessUCDemo,adf-csc168,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
DeltaSinkPipe,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ExecuteDataFlow,1
Dynamic Tagging of Job Cluster,mido-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
End_2_End_Data_Loading,nshetty-test,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ForEach,1
Excel,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
Execute Databricks DLT Pipeline using MI,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Execute Databricks DLT Pipeline using MI,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,2
Execute Databricks Job - ADF MultiTask Test,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ExecutePipeline,1
Execute Databricks Job Retail Workspace,fe-shared-ssa-latam-adf-001,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,1
Execute Databricks Job Retail Workspace,fe-shared-ssa-latam-adf-001,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Execute Databricks Job Retail Workspace,fe-shared-ssa-latam-adf-001,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,2
Execute Databricks Job using MI,adf-tanishq,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Until,1
Execute Databricks Job using MI,adf-tanishq,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,WebActivity,1
Execute Databricks Job using MI,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Execute Databricks Job using MI,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
Execute Databricks Job using MI with parms,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Execute Databricks Job using MI with parms,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
Execute Databricks Job using MI with parms_noparms,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Execute Databricks Job using MI with parms_noparms,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
Execute databricks job,volvo-demo,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
Execute databricks job,volvo-demo,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
Execute notebook compute,monusine,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
Execution Pipeline,invoke-db-workflow-db-job-cluster,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ExecutePipeline,1
Extract Parquet to SQLDW,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
ExtractPDF,ganeshrj-df-demo,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,3
FileArrivalANDTableUpdate,adf-tanishq,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,DatabricksNotebook,1
Full Path,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
FullCopyPipeline,stuart-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
GetJobPermissions,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
HelloWorld,adf-tanishq,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,DatabricksNotebook,1
HelloWorldManual,adf-tanishq,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,DatabricksNotebook,1
Import Telemetry,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
Import Telemetry,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
Import Telemetry,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Delete,1
Import Telemetry 2,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
Import Telemetry 2,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
Import Telemetry 2,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Delete,1
IncrementalCopyPipeline,stuart-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
IncrementalCopyPipeline,stuart-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Lookup,2
IncrementalCopyPipeline,stuart-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SqlServerStoredProcedure,1
Ingest AdventureWorksOLTP to Databricks Workflow,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,10
Ingest AdventureWorksOLTP to Databricks Workflow,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ExecutePipeline,1
Ingest AdventureWorksOLTP to Landing,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,10
Ingest AdventureWorksOLTP to Landing Test,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,10
Ingest AdventureWorksOLTP to Landing Test,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,6
Ingest AdventureWorksOLTP to Landing_JSON,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,10
Jobactivity,uday-satapathy-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Unknown,1
LookupAndLoop,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ForEach,1
LookupAndLoop,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Lookup,1
LyallADF,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,2
LyallADFJobsPreview,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Unknown,1
MDF1,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ExecuteDataFlow,1
MT API Call,adf-laurent,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
MT API Call,adf-laurent,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,2
Master pipeline 2,adf-tanishq,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,ExecutePipeline,1
MaxConcurrentRuns,jok-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
MedalionDatabricks,AzureGoFast,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,3
MedalionDatabricks2,AzureGoFast,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,3
MetadataDrivenCopyTask_nam_BottomLevel,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ForEach,1
MetadataDrivenCopyTask_nam_MiddleLevel,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ForEach,1
MetadataDrivenCopyTask_nam_TopLevel,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ForEach,1
MetadataDrivenCopyTask_nam_TopLevel,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Lookup,1
MetadataDrivenCopyTask_tdk_BottomLevel,rayzhu-sf,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,ForEach,1
MetadataDrivenCopyTask_tdk_MiddleLevel,rayzhu-sf,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,ForEach,1
MetadataDrivenCopyTask_tdk_TopLevel,rayzhu-sf,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,ForEach,1
MetadataDrivenCopyTask_tdk_TopLevel,rayzhu-sf,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Lookup,1
Multiple Schedules,adf-tanishq,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,DatabricksNotebook,1
Native ADF Databricks Jobs Activity,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Unknown,1
Native ADF Databricks Jobs Activity_copy1,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Unknown,1
NativeDatabricksJobPipeline,pmt-adf-eastus2-tahir,5685e448-8271-4cf2-b2d2-4f030db888b9,azure-test-pm,Unknown,1
One-time Run - Serverless,canada-eh-data-factory,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
One-time Run - Serverless,canada-eh-data-factory,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SetVariable,1
One-time Run - Serverless,canada-eh-data-factory,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
One-time Run - Serverless,canada-eh-data-factory,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,2
P1,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
P1,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ExecutePipeline,1
P1,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Wait,2
P2,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,DatabricksNotebook,1
P2,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ExecutePipeline,1
P2,oneenv-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Wait,2
PAT API to AKV Secret,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,2
PB_ADF,Test-Databricks-Workflows-RunNow,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Unknown,2
PL_EXEC_ADB_Workflow,ps-west-europe-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
PL_EXEC_ADB_Workflow,ps-west-europe-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Until,1
PL_EXEC_ADB_Workflow,ps-west-europe-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,WebActivity,1
PL_GENERIC_INGEST_WATERMARK,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
PL_GENERIC_INGEST_WATERMARK,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Lookup,2
PL_GENERIC_INGEST_WATERMARK,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SqlServerStoredProcedure,3
PL_GENERIC_SQL_CDC_INGEST,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
PL_GENERIC_SQL_CDC_INGEST,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Lookup,2
PL_Generic_File_Load,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ForEach,1
PL_Generic_File_Load,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,GetMetadata,1
PL_Generic_Full_Load,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,Copy,1
PL_Generic_Full_Load,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,GetMetadata,1
PL_Generic_Full_Load,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,IfCondition,1
PL_Generic_Full_Load,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,SqlServerStoredProcedure,2
PL_Generic_Ingest_Executor,laf-adf,3f2e4d32-8e8d-46d6-82bc-5bb8d962328b,field-eng,ForEach,1
