pipeline_name,factory_name,factory_type,subscription_id,activity_name,activity_type,detected_technique,confidence,evidence,source_connector,sink_connector,has_watermark_lookup,has_downstream_sproc,has_downstream_spark,copy_upsert_enabled,cdc_references_found,watermark_references_found,subscription_name
pipeline_to_warehouse_single_file_2,pmt_fabric_ws,Fabric,,Copy_e2g,Copy,Full Load,High,default,DelimitedText,DataWarehouse,False,False,False,False,False,False,
getadlsdata_test2,pmt_fabric_ws,Fabric,,Copy_publishoutcomes,Copy,Full Load,High,default,AzureBlobFS (DelimitedText),LakehouseTable,False,False,False,False,False,False,
pipeline2,pmt_fabric_ws,Fabric,,Copy_g8k,Copy,Full Load,High,default,LakehouseTable,LakehouseTable,False,False,False,False,False,False,
testtriggers_wasim,pmt_fabric_ws,Fabric,,CopyNewFiles,Copy,Incremental with Watermark,Medium-High,watermark_params,AzureBlobFS (Binary),AzureBlobFS (Binary),False,False,False,False,False,True,
warehousemigration_pipeline4,pmt_fabric_ws,Fabric,,Copy_dimdate,Copy,Full Load,High,default,DelimitedText,DataWarehouse,False,False,False,False,False,False,
warehousemigration_pipeline4,pmt_fabric_ws,Fabric,,Copy_customer_address3,Copy,Full Load,High,default,DelimitedText,DataWarehouse,False,False,False,False,False,False,
incremental-ingestion,pmt_fabric_ws,Fabric,,Copy_3kb,Copy,Full Load,High,default,AzureBlobStorage (DelimitedText),LakehouseTable,False,False,False,False,False,False,
incremental-ingestion_copy1,pmt_fabric_ws,Fabric,,Copy_3kb,Copy,Full Load,High,default,LakehouseTable,LakehouseTable,False,False,False,False,False,False,
incremental-ingestion2,pmt_fabric_ws,Fabric,,Copy data1,Copy,Full Load,High,default,AzureBlobFS (DelimitedText),DataWarehouse,False,False,False,False,False,False,
cuj_summer_02,pmt_fabric_ws,Fabric,,Copy_mtc,Copy,Full Load,High,default,AzureBlobFS (DelimitedText),LakehouseTable,False,False,False,False,False,False,
pipeline9,pmt_fabric_ws,Fabric,,Copy_d6h,Copy,Full Load,High,default,AzureBlobStorage (Parquet),AzureBlobFS (Parquet),False,False,False,False,False,False,
Factory_Data_Ingest,pmt_fabric_ws,Fabric,,Copy_bqu,Copy,Full Load,High,default,AzureBlobStorage (Parquet),LakehouseTable,False,False,False,False,False,False,
nyc_taxi_pipeline,pmt_fabric_ws,Fabric,,Copy_qhw,Copy,Full Load,High,default,AzureBlobStorage (Parquet),Json,False,False,False,False,False,False,
cloudflare_logs_ingest,pmt_fabric_ws,Fabric,,Copy_xby,Copy,Full Load,High,default,AzureBlobFS (Json),Parquet,False,False,False,False,False,False,
cloudflare_logs_ingest,pmt_fabric_ws,Fabric,,Copy_xby_copy1,Copy,Full Load,High,default,AzureBlobFS (Json),Json,False,False,False,False,False,False,
cloudflare_logs_ingest,pmt_fabric_ws,Fabric,,Copy_bku,Copy,Full Load,High,default,Json,LakehouseTable,False,False,False,False,False,False,
lh_for_DL_capacity_test,pmt_fabric_ws,Fabric,,Copy_lhf,Copy,Full Load,High,default,LakehouseTable,LakehouseTable,False,False,False,False,False,False,
